code,name,formation_datetime,formation_lat,formation_lon,ACE,rhum_minus_0_days,rhum_minus_3_days,rhum_minus_7_days,rhum_minus_14_days,sst_minus_0_days,sst_minus_3_days,sst_minus_7_days,sst_minus_14_days,vws_minus_0_days,vws_minus_3_days,vws_minus_7_days,vws_minus_14_days
AL071885,UNNAMED,1885-09-26 00:00:00,24.2,304.3,5.7,48.30976867675781,65.28094482421875,58.340362548828125,37.54314041137695,28.50800132751465,28.50800132751465,28.50800132751465,28.50800132751465,31.88281158876897,31.88281158876897,31.88281158876897,31.88281158876897
AL081885,UNNAMED,1885-10-10 12:00:00,23.9,277.0,3.68,74.07144927978516,55.34162902832031,46.06681060791016,37.60866928100586,28.01500129699707,28.01500129699707,28.01500129699707,29.080001831054688,11.79244967907921,11.79244967907921,11.79244967907921,11.79244967907921
AL011886,UNNAMED,1886-06-13 06:00:00,23.2,264.3,3.9025,74.29058837890625,54.21677017211914,36.33083724975586,33.58695983886719,27.8700008392334,27.8700008392334,27.8700008392334,25.663002014160156,28.55025892834592,28.55025892834592,28.55025892834592,28.55025892834592
AL021886,UNNAMED,1886-06-17 00:00:00,19.1,275.2,10.8025,87.0791015625,77.34352111816406,86.94392395019531,49.012733459472656,28.52800178527832,28.52800178527832,28.52800178527832,28.52800178527832,12.406606220290696,12.406606220290696,12.406606220290696,12.406606220290696
AL031886,UNNAMED,1886-06-27 12:00:00,18.3,280.3,9.82,60.94968795776367,58.18794631958008,54.74323654174805,81.80970764160156,28.56800079345703,28.56800079345703,28.56800079345703,28.56800079345703,15.2484130113705,15.2484130113705,15.2484130113705,15.2484130113705
AL041886,UNNAMED,1886-07-14 06:00:00,18.9,277.1,16.8325,50.94672393798828,51.74729919433594,54.474857330322266,39.31769943237305,28.803001403808594,28.803001403808594,28.803001403808594,28.343000411987305,11.12045503961592,11.12045503961592,11.12045503961592,11.12045503961592
AL051886,UNNAMED,1886-08-12 06:00:00,10.5,302.0,24.7525,68.36526489257812,49.61737060546875,54.617923736572266,50.67009353637695,28.6200008392334,28.6200008392334,28.6200008392334,28.310001373291016,38.863508786335935,38.863508786335935,38.863508786335935,38.863508786335935
AL061886,UNNAMED,1886-08-15 00:00:00,14.6,305.5,37.105,89.1379623413086,67.22412872314453,50.47649765014648,67.70257568359375,27.953001022338867,27.953001022338867,27.953001022338867,27.953001022338867,44.8667448305204,44.8667448305204,44.8667448305204,44.8667448305204
AL071886,UNNAMED,1886-08-20 12:00:00,31.7,289.0,12.4475,52.55210494995117,62.49915313720703,56.502105712890625,45.69306945800781,27.55000114440918,27.55000114440918,27.55000114440918,27.55000114440918,43.0368541509494,43.0368541509494,43.0368541509494,43.0368541509494
AL081886,UNNAMED,1886-09-16 00:00:00,21.0,294.5,14.5525,71.62007904052734,39.35402297973633,62.75541687011719,53.43659210205078,27.933000564575195,27.933000564575195,27.933000564575195,27.933000564575195,25.278328690873803,25.278328690873803,25.278328690873803,25.278328690873803
AL091886,UNNAMED,1886-09-22 00:00:00,22.9,293.3,21.7725,87.32102966308594,54.67967224121094,48.548118591308594,62.92216491699219,27.875001907348633,27.875001907348633,27.875001907348633,27.875001907348633,33.63704814683222,33.63704814683222,33.63704814683222,33.63704814683222
AL101886,UNNAMED,1886-10-08 00:00:00,19.9,277.5,15.32,72.8981704711914,85.24756622314453,41.212860107421875,69.2591552734375,28.66800117492676,28.66800117492676,28.66800117492676,28.8330020904541,11.12045503961592,11.12045503961592,11.12045503961592,11.12045503961592
AL111886,UNNAMED,1886-10-10 00:00:00,29.1,299.5,3.955,25.192209243774418,58.18891143798828,57.45675277709961,73.78922271728516,26.095001220703125,26.095001220703125,26.095001220703125,27.23000144958496,34.80783439968316,34.80783439968316,34.80783439968316,34.80783439968316
AL121886,UNNAMED,1886-10-21 18:00:00,17.8,287.0,4.7275,86.57946014404297,47.68760681152344,72.17575073242188,73.85197448730469,28.64800071716309,28.64800071716309,28.64800071716309,28.64800071716309,16.091515474432153,16.091515474432153,16.091515474432153,16.091515474432153
AL011887,UNNAMED,1887-05-15 00:00:00,29.3,296.2,4.6075,44.23822784423828,17.77919578552246,20.217098236083984,46.4626579284668,22.705001831054688,22.705001831054688,22.705001831054688,22.705001831054688,46.02060788293224,46.02060788293224,46.02060788293224,46.02060788293224
AL021887,UNNAMED,1887-05-17 00:00:00,15.6,283.1,3.765,82.46287536621094,58.943511962890625,69.38420104980469,36.1995849609375,26.950000762939453,26.950000762939453,26.950000762939453,26.950000762939453,22.545897525427833,22.545897525427833,22.545897525427833,22.545897525427833
AL031887,UNNAMED,1887-06-11 12:00:00,20.5,276.0,1.225,79.61503601074219,73.79764556884766,66.79851531982422,48.08656311035156,28.26500129699707,28.26500129699707,28.26500129699707,27.488000869750977,12.406606220290696,12.406606220290696,12.406606220290696,12.406606220290696
AL041887,UNNAMED,1887-07-20 00:00:00,12.0,302.4,20.105,73.61839294433594,64.65645599365234,53.737693786621094,60.1947021484375,28.01300048828125,28.01300048828125,28.01300048828125,28.01300048828125,40.85750000358757,40.85750000358757,40.85750000358757,40.85750000358757
AL051887,UNNAMED,1887-07-30 06:00:00,9.9,309.9,6.6625,58.33124542236328,79.7315444946289,72.83668518066406,67.62985229492188,28.095001220703125,28.095001220703125,28.095001220703125,28.095001220703125,37.797728874644115,37.797728874644115,37.797728874644115,37.797728874644115
AL061887,UNNAMED,1887-08-14 12:00:00,17.0,301.0,21.3825,59.21888732910156,36.42029571533203,48.03620910644531,48.258399963378906,28.25800132751465,28.25800132751465,28.25800132751465,28.04300117492676,36.36944886481058,36.36944886481058,36.36944886481058,36.36944886481058
AL071887,UNNAMED,1887-08-18 06:00:00,18.0,300.0,31.2325,77.70948791503906,64.60262298583984,39.59952545166016,56.59527969360352,28.250001907348633,28.250001907348633,28.250001907348633,28.250001907348633,36.36944886481058,36.36944886481058,36.36944886481058,36.36944886481058
AL081887,UNNAMED,1887-09-01 00:00:00,28.1,306.3,10.8075,84.09967803955078,42.052093505859375,25.887142181396484,54.8287239074707,27.548002243041992,27.738000869750977,27.738000869750977,27.738000869750977,31.099554219183076,31.099554219183076,31.099554219183076,31.099554219183076
AL091887,UNNAMED,1887-09-11 12:00:00,13.3,303.0,27.235,56.86467742919922,70.44471740722656,67.72628021240234,56.871673583984375,28.238000869750977,28.238000869750977,28.238000869750977,28.088001251220703,40.85750000358757,40.85750000358757,40.85750000358757,40.85750000358757
AL101887,UNNAMED,1887-09-14 18:00:00,23.0,306.3,6.005,29.45418930053711,60.63276672363281,63.075706481933594,71.95426940917969,27.76300048828125,27.76300048828125,27.76300048828125,27.608001708984375,48.05493829088379,48.05493829088379,48.05493829088379,48.05493829088379
AL111887,UNNAMED,1887-10-06 12:00:00,19.7,275.3,2.05,49.5171012878418,62.30992126464844,53.80536651611328,71.24740600585938,28.76500129699707,28.76500129699707,28.73000144958496,28.73000144958496,12.406606220290696,12.406606220290696,12.406606220290696,12.406606220290696
AL121887,UNNAMED,1887-10-08 00:00:00,21.0,285.9,2.1875,79.50667572021484,71.33146667480469,50.53520584106445,76.43885040283203,28.69500160217285,28.69500160217285,28.69500160217285,28.825000762939453,13.013995208585156,13.013995208585156,13.013995208585156,13.013995208585156
AL131887,UNNAMED,1887-10-09 06:00:00,19.1,300.3,21.05,42.52935791015625,25.68827247619629,59.13003158569336,76.13705444335938,28.035001754760746,28.035001754760746,28.035001754760746,28.178001403808594,32.32871719793573,32.32871719793573,32.32871719793573,32.32871719793573
AL141887,UNNAMED,1887-10-10 06:00:00,28.2,321.0,4.345,50.94306564331055,19.59307098388672,26.980772018432617,57.0489616394043,25.36800193786621,25.36800193786621,25.36800193786621,26.535001754760746,42.64475672944819,42.64475672944819,42.64475672944819,42.64475672944819
AL151887,UNNAMED,1887-10-15 12:00:00,14.0,312.0,8.905,69.03874206542969,57.063087463378906,58.346214294433594,58.33652877807617,27.8330020904541,27.8330020904541,27.8330020904541,27.8330020904541,44.32762950821501,44.32762950821501,44.32762950821501,44.32762950821501
AL161887,UNNAMED,1887-10-29 12:00:00,26.5,274.0,10.99,58.39854049682617,43.23220443725586,13.213981628417969,91.9163055419922,27.4950008392334,27.4950008392334,27.4950008392334,27.4950008392334,20.66534588701353,20.66534588701353,20.66534588701353,20.66534588701353
AL171887,UNNAMED,1887-11-27 12:00:00,22.1,293.0,9.365,53.557106018066406,33.01091384887695,68.09776306152344,80.1544189453125,27.075000762939453,27.075000762939453,27.075000762939453,27.075000762939453,33.63704814683222,33.63704814683222,33.63704814683222,33.63704814683222
AL181887,UNNAMED,1887-12-04 12:00:00,19.2,305.9,8.035,57.09149932861328,51.17367172241211,82.14047241210938,14.64407444000244,26.11800193786621,26.11800193786621,26.88300132751465,26.88300132751465,46.23585129391597,46.23585129391597,46.23585129391597,46.23585129391597
AL191887,UNNAMED,1887-12-07 06:00:00,12.5,301.5,4.52,55.21609878540039,50.071006774902344,64.70524597167969,52.12656784057617,27.785001754760746,27.785001754760746,28.38800048828125,28.38800048828125,40.85750000358757,40.85750000358757,40.85750000358757,40.85750000358757
AL011888,UNNAMED,1888-06-16 00:00:00,27.5,266.8,2.5625,73.21371459960938,52.778419494628906,22.720624923706055,43.16151809692383,27.203001022338867,27.203001022338867,27.203001022338867,27.203001022338867,31.16423489137456,31.16423489137456,31.16423489137456,31.16423489137456
AL021888,UNNAMED,1888-07-04 12:00:00,26.0,265.6,1.7675,67.11408233642578,51.09651947021485,37.065277099609375,73.23779296875,28.555002212524418,28.555002212524418,27.13800048828125,27.13800048828125,32.08077675504661,32.08077675504661,32.08077675504661,32.08077675504661
AL031888,UNNAMED,1888-08-14 12:00:00,23.0,289.0,23.15,54.80807876586914,54.62338638305664,47.5903434753418,41.442718505859375,28.768001556396484,28.768001556396484,28.768001556396484,27.94500160217285,30.5282160469985,30.5282160469985,30.5282160469985,30.5282160469985
AL041888,UNNAMED,1888-08-31 00:00:00,19.3,299.7,22.22,83.2839584350586,41.39287567138672,27.370800018310547,40.97864532470703,28.365001678466797,28.365001678466797,28.365001678466797,28.365001678466797,32.32871719793573,32.32871719793573,32.32871719793573,32.32871719793573
AL051888,UNNAMED,1888-09-06 06:00:00,23.5,288.3,4.1875,65.67471313476562,89.49698638916016,50.320777893066406,50.66730499267578,28.85300064086914,28.85300064086914,28.63000106811523,28.63000106811523,24.128318492164613,24.128318492164613,24.128318492164613,24.128318492164613
AL061888,UNNAMED,1888-09-23 12:00:00,24.3,279.0,4.87,66.48152160644531,45.37784957885742,58.79164123535156,73.0079345703125,29.35500144958496,29.35500144958496,29.35500144958496,29.35500144958496,14.222003737435964,14.222003737435964,14.222003737435964,14.222003737435964
AL071888,UNNAMED,1888-10-08 12:00:00,21.7,266.6,9.0475,66.37967681884766,61.62965393066406,66.50714111328125,64.61262512207031,27.51500129699707,27.51500129699707,27.51500129699707,29.003002166748047,24.509308282624794,24.509308282624794,24.509308282624794,24.509308282624794
AL081888,UNNAMED,1888-11-01 06:00:00,12.3,300.1,6.075,47.51496124267578,67.72423553466797,66.2166519165039,64.5960464477539,28.080001831054688,28.663002014160156,28.663002014160156,28.663002014160156,38.835398926312365,38.835398926312365,38.835398926312365,38.835398926312365
AL091888,UNNAMED,1888-11-17 00:00:00,23.2,304.0,30.35,35.24223327636719,38.07060623168945,33.021183013916016,76.26244354248047,26.593000411987305,26.593000411987305,26.593000411987305,26.593000411987305,41.56828140593505,41.56828140593505,41.56828140593505,41.56828140593505
AL011889,UNNAMED,1889-05-16 06:00:00,21.5,295.9,6.5525,64.23019409179688,59.022911071777344,64.40898895263672,40.89577102661133,26.420001983642575,26.420001983642575,26.420001983642575,26.420001983642575,31.953168899916506,31.953168899916506,31.953168899916506,31.953168899916506
AL021889,UNNAMED,1889-06-15 00:00:00,19.8,276.3,5.4975,81.07667541503906,52.9731559753418,63.76286315917969,61.94025802612305,28.35300064086914,28.35300064086914,28.35300064086914,28.35300064086914,11.12045503961592,11.12045503961592,11.12045503961592,11.12045503961592
AL031889,UNNAMED,1889-08-19 06:00:00,16.8,290.8,12.4175,59.9655876159668,39.80275344848633,52.96381378173828,53.2834358215332,28.143001556396484,28.143001556396484,28.143001556396484,28.143001556396484,17.97695245767586,17.97695245767586,17.97695245767586,17.97695245767586
AL041889,UNNAMED,1889-09-01 00:00:00,11.9,305.0,29.6875,76.17566680908203,72.03646087646484,61.99605178833008,70.4878921508789,28.38800048828125,27.845001220703125,27.845001220703125,27.845001220703125,42.14417876277745,42.14417876277745,42.14417876277745,42.14417876277745
AL051889,UNNAMED,1889-09-02 00:00:00,15.9,317.1,13.1175,48.17030334472656,44.34269714355469,44.049530029296875,41.944129943847656,26.7080020904541,25.99300193786621,25.99300193786621,25.99300193786621,38.80470881237469,38.80470881237469,38.80470881237469,38.80470881237469
AL061889,UNNAMED,1889-09-12 00:00:00,15.7,300.5,24.5125,75.64090728759766,65.32966613769531,43.486270904541016,45.65997314453125,28.30000114440918,28.30000114440918,28.30000114440918,27.84800148010254,38.09600886565029,38.09600886565029,38.09600886565029,38.09600886565029
AL071889,UNNAMED,1889-09-12 06:00:00,15.2,334.3,5.98,74.04791259765625,66.26126861572266,53.47584533691406,64.15873718261719,26.3700008392334,26.3700008392334,26.3700008392334,25.74300193786621,28.7687836176643,28.7687836176643,28.7687836176643,28.7687836176643
AL081889,UNNAMED,1889-09-29 12:00:00,11.3,308.0,6.43,81.61077880859375,75.4125747680664,75.53140258789062,65.99927520751953,28.1200008392334,28.1200008392334,28.1200008392334,28.1200008392334,42.94133343044816,42.94133343044816,42.94133343044816,42.94133343044816
AL091889,UNNAMED,1889-10-05 06:00:00,20.0,277.5,4.475,58.22591018676758,51.97888946533203,70.56678009033203,68.44950866699219,28.715002059936523,28.715002059936523,29.340002059936523,29.340002059936523,11.12045503961592,11.12045503961592,11.12045503961592,11.12045503961592
AL011890,UNNAMED,1890-05-27 12:00:00,20.5,277.0,1.235,74.359130859375,54.636924743652344,52.07772064208984,36.14322280883789,27.065000534057617,27.065000534057617,27.065000534057617,27.065000534057617,11.12045503961592,11.12045503961592,11.12045503961592,11.12045503961592
AL021890,UNNAMED,1890-08-18 12:00:00,14.0,298.0,7.8975,47.071678161621094,43.31984329223633,37.23012161254883,46.63645553588867,27.660001754760746,27.660001754760746,27.660001754760746,27.660001754760746,33.15312708033969,33.15312708033969,33.15312708033969,33.15312708033969
AL031890,UNNAMED,1890-08-26 12:00:00,16.6,305.7,23.1325,81.70174407958984,45.16660690307617,34.7330436706543,33.343528747558594,26.815000534057617,26.815000534057617,26.815000534057617,26.815000534057617,46.67039388395277,46.67039388395277,46.67039388395277,46.67039388395277
AL041890,UNNAMED,1890-10-31 00:00:00,14.3,279.7,2.985,92.109619140625,70.30705261230469,55.04571914672851,51.08565902709961,28.14000129699707,28.14000129699707,28.14000129699707,28.14000129699707,22.278244091267744,22.278244091267744,22.278244091267744,22.278244091267744
AL011891,UNNAMED,1891-07-03 06:00:00,21.7,267.0,7.98,75.88065338134766,57.18482971191406,56.63489532470703,52.56828689575195,28.213001251220703,27.663002014160156,27.663002014160156,27.663002014160156,24.509308282624794,24.509308282624794,24.509308282624794,24.509308282624794
AL021891,UNNAMED,1891-08-17 06:00:00,13.3,335.6,19.0075,70.39767456054688,63.11243438720703,67.44532012939453,64.68331909179688,26.910001754760746,26.910001754760746,26.910001754760746,26.910001754760746,33.98880235062414,33.98880235062414,33.98880235062414,33.98880235062414
AL031891,UNNAMED,1891-08-18 12:00:00,13.3,302.0,21.38,67.64689636230469,64.09125518798828,59.903533935546875,50.0131950378418,28.343000411987305,28.343000411987305,28.343000411987305,28.343000411987305,40.85750000358757,40.85750000358757,40.85750000358757,40.85750000358757
AL041891,UNNAMED,1891-09-02 06:00:00,19.3,301.8,16.155,71.83883666992188,65.45169067382812,43.67267227172851,70.13526916503906,28.01000213623047,27.86800193786621,27.86800193786621,27.86800193786621,39.82500518227941,39.82500518227941,39.82500518227941,39.82500518227941
AL051891,UNNAMED,1891-09-16 00:00:00,19.3,313.5,21.4675,76.3476791381836,56.44781494140625,49.596168518066406,57.79119491577149,27.073001861572266,27.073001861572266,27.073001861572266,27.073001861572266,50.959922890957984,50.959922890957984,50.959922890957984,50.959922890957984
AL061891,UNNAMED,1891-09-29 06:00:00,20.7,305.4,16.3025,69.6672134399414,44.39352035522461,51.913726806640625,53.58292388916016,27.805002212524418,27.805002212524418,27.805002212524418,27.805002212524418,46.23585129391597,46.23585129391597,46.23585129391597,46.23585129391597
AL071891,UNNAMED,1891-10-04 12:00:00,15.0,281.0,4.355,60.99178314208984,57.827491760253906,57.27320098876953,50.80059051513672,28.59800148010254,28.59800148010254,28.535001754760746,28.535001754760746,22.278244091267744,22.278244091267744,22.278244091267744,22.278244091267744
AL081891,UNNAMED,1891-10-07 12:00:00,18.0,275.0,5.4075,68.60797882080078,66.02619934082031,55.66805267333984,49.793434143066406,28.42500114440918,28.42500114440918,28.738000869750977,28.738000869750977,18.060928539515608,18.060928539515608,18.060928539515608,18.060928539515608
AL091891,UNNAMED,1891-10-12 12:00:00,12.5,298.7,13.3875,77.78915405273438,71.49491119384766,71.06731414794922,55.84211730957031,28.660001754760746,28.660001754760746,28.660001754760746,28.68800163269043,35.62351483198271,35.62351483198271,35.62351483198271,35.62351483198271
AL101891,UNNAMED,1891-11-03 00:00:00,24.1,286.2,2.545,45.59798049926758,66.6845932006836,40.574066162109375,63.8836784362793,26.280000686645508,27.680002212524418,27.680002212524418,27.680002212524418,23.134022921411127,23.134022921411127,23.134022921411127,23.134022921411127
AL011892,UNNAMED,1892-06-09 00:00:00,20.8,276.9,5.5475,75.99602508544922,50.34529876708984,64.9557113647461,39.74925231933594,27.88000106811523,27.88000106811523,27.88000106811523,27.220001220703125,11.12045503961592,11.12045503961592,11.12045503961592,11.12045503961592
AL021892,UNNAMED,1892-08-15 00:00:00,18.0,305.5,11.2425,81.26231384277344,31.92052841186523,37.36824417114258,36.589561462402344,27.09800148010254,27.09800148010254,27.09800148010254,27.09800148010254,46.67039388395277,46.67039388395277,46.67039388395277,46.67039388395277
AL031892,UNNAMED,1892-09-03 06:00:00,11.5,327.0,29.15,68.62565612792969,65.4190673828125,73.68431854248047,66.251953125,27.218000411987305,27.128002166748047,27.128002166748047,27.128002166748047,40.385276826772966,40.385276826772966,40.385276826772966,40.385276826772966
AL041892,UNNAMED,1892-09-08 18:00:00,22.0,267.2,6.7775,49.066741943359375,48.237159729003906,43.752105712890625,51.33829879760742,28.72300148010254,28.72300148010254,28.72300148010254,29.02300071716309,24.509308282624794,24.509308282624794,24.509308282624794,24.509308282624794
AL051892,UNNAMED,1892-09-12 00:00:00,15.3,340.5,26.885,49.777400970458984,57.90132522583008,65.95407104492188,60.41131210327149,27.06800079345703,27.06800079345703,27.06800079345703,26.830001831054688,26.326077720846907,26.326077720846907,26.326077720846907,26.326077720846907
AL061892,UNNAMED,1892-09-25 06:00:00,19.5,267.8,2.22,75.8392105102539,45.703163146972656,71.06278991699219,63.7984733581543,28.253002166748047,28.253002166748047,28.253002166748047,28.253002166748047,21.42672757197072,21.42672757197072,21.42672757197072,21.42672757197072
AL071892,UNNAMED,1892-10-05 00:00:00,11.5,303.8,25.08,62.61463165283203,62.647003173828125,55.4776496887207,51.59933853149414,28.10500144958496,28.10500144958496,28.003002166748047,28.003002166748047,42.14417876277745,42.14417876277745,42.14417876277745,42.14417876277745
AL081892,UNNAMED,1892-10-13 00:00:00,26.0,288.8,11.0825,50.18941879272461,37.992706298828125,68.0181655883789,67.56575775146484,26.965002059936523,26.965002059936523,26.965002059936523,28.020000457763672,37.04670382282013,37.04670382282013,37.04670382282013,37.04670382282013
AL091892,UNNAMED,1892-10-21 00:00:00,23.0,267.4,6.31,53.20684814453125,50.56608963012695,92.29345703125,37.61203384399414,27.06300163269043,27.06300163269043,27.06300163269043,27.06300163269043,24.509308282624794,24.509308282624794,24.509308282624794,24.509308282624794
AL011893,UNNAMED,1893-06-12 06:00:00,20.5,264.8,12.105,82.36807250976562,61.96100997924805,76.91857147216797,58.94144058227539,28.365001678466797,28.365001678466797,28.365001678466797,26.94300079345703,23.279191106790147,23.279191106790147,23.279191106790147,23.279191106790147
AL021893,UNNAMED,1893-07-04 12:00:00,11.1,280.8,5.5975,73.26590728759766,72.55143737792969,69.49751281738281,77.84774780273438,27.66800117492676,27.66800117492676,27.625001907348633,27.625001907348633,28.532974356180823,28.532974356180823,28.532974356180823,28.532974356180823
AL031893,UNNAMED,1893-08-13 12:00:00,9.6,309.5,29.5975,69.4637680053711,73.74134826660156,70.18427276611328,77.07455444335938,28.08500099182129,28.08500099182129,28.08500099182129,27.678001403808594,37.797728874644115,37.797728874644115,37.797728874644115,37.797728874644115
AL041893,UNNAMED,1893-08-15 06:00:00,14.0,323.5,26.1525,85.90765380859375,67.83934783935547,62.82196044921875,54.322784423828125,26.578001022338867,26.578001022338867,26.578001022338867,26.578001022338867,36.923174741726065,36.923174741726065,36.923174741726065,36.923174741726065
AL051893,UNNAMED,1893-08-15 12:00:00,32.2,299.6,7.565,62.35258865356445,51.85533905029297,46.96501541137695,43.574562072753906,27.14800071716309,27.14800071716309,27.14800071716309,27.14800071716309,37.253561333204765,37.253561333204765,37.253561333204765,37.253561333204765
AL061893,UNNAMED,1893-08-15 12:00:00,18.1,339.8,43.825,63.108154296875,61.87606430053711,60.3108024597168,61.066444396972656,25.608001708984375,25.608001708984375,25.608001708984375,25.608001708984375,20.810151337307712,20.810151337307712,20.810151337307712,20.810151337307712
AL071893,UNNAMED,1893-08-20 06:00:00,11.8,332.8,21.6725,87.14363098144531,76.06626892089844,77.30937957763672,71.17656707763672,27.058000564575195,27.058000564575195,27.058000564575195,27.058000564575195,37.42691196089216,37.42691196089216,37.42691196089216,37.42691196089216
AL081893,UNNAMED,1893-09-04 06:00:00,18.4,274.7,7.9925,70.312744140625,62.90449905395508,72.07893371582031,66.70486450195312,28.44500160217285,28.44500160217285,28.525001525878903,28.525001525878903,18.060928539515608,18.060928539515608,18.060928539515608,18.060928539515608
AL091893,UNNAMED,1893-09-25 06:00:00,11.6,335.0,66.4775,80.92044830322266,76.25747680664062,67.06249237060547,68.10834503173828,27.10500144958496,27.10500144958496,27.10500144958496,27.10500144958496,33.98880235062414,33.98880235062414,33.98880235062414,33.98880235062414
AL101893,UNNAMED,1893-09-27 12:00:00,16.4,278.3,19.88,68.661865234375,74.37252807617188,70.51007080078125,69.82186889648438,28.150001525878903,28.150001525878903,28.150001525878903,28.150001525878903,16.80858920375657,16.80858920375657,16.80858920375657,16.80858920375657
AL111893,UNNAMED,1893-10-20 12:00:00,18.0,278.0,2.4225,69.14865112304688,63.509521484375,52.545406341552734,55.06901931762695,28.518001556396484,28.518001556396484,28.518001556396484,28.518001556396484,16.80858920375657,16.80858920375657,16.80858920375657,16.80858920375657
AL121893,UNNAMED,1893-11-05 00:00:00,26.7,289.2,7.1675,40.483455657958984,46.07317733764648,32.73133087158203,67.95826721191406,25.04800033569336,25.04800033569336,26.7450008392334,26.7450008392334,39.925356229852376,39.925356229852376,39.925356229852376,39.925356229852376
AL011894,UNNAMED,1894-06-06 00:00:00,19.0,282.6,1.96,47.91392517089844,53.3510856628418,45.334617614746094,55.93214416503906,28.250001907348633,28.250001907348633,27.463001251220703,27.463001251220703,10.922658095140685,10.922658095140685,10.922658095140685,10.922658095140685
AL021894,UNNAMED,1894-08-05 06:00:00,26.4,270.7,2.88,74.30650329589844,63.6821174621582,60.842655181884766,49.38707733154297,29.280000686645508,29.280000686645508,29.003002166748047,29.003002166748047,27.132777807577448,27.132777807577448,27.132777807577448,27.132777807577448
AL031894,UNNAMED,1894-08-30 00:00:00,13.2,325.2,26.585,80.89990234375,61.64314270019531,63.43972396850586,61.755741119384766,26.01500129699707,26.01500129699707,26.01500129699707,26.01500129699707,38.50356677148271,38.50356677148271,38.50356677148271,38.50356677148271
AL041894,UNNAMED,1894-09-18 00:00:00,13.4,309.5,30.61,69.35090637207031,48.26926040649414,64.58345794677734,56.29645919799805,27.525001525878903,27.525001525878903,27.525001525878903,27.525001525878903,42.33287924155911,42.33287924155911,42.33287924155911,42.33287924155911
AL051894,UNNAMED,1894-10-01 00:00:00,12.5,280.9,29.215,91.83749389648438,59.68378448486328,57.241111755371094,70.57183074951172,27.845001220703125,27.810001373291016,27.810001373291016,27.810001373291016,27.106576542339607,27.106576542339607,27.106576542339607,27.106576542339607
AL061894,UNNAMED,1894-10-11 00:00:00,10.8,302.3,30.4825,71.00340270996094,73.12248229980469,53.88861083984375,68.49895477294922,27.93800163269043,27.93800163269043,27.93800163269043,28.190000534057617,38.863508786335935,38.863508786335935,38.863508786335935,38.863508786335935
AL071894,UNNAMED,1894-10-21 06:00:00,21.0,299.7,24.2625,39.3853645324707,67.8278579711914,64.02487182617188,32.26338577270508,27.47300148010254,27.47300148010254,27.47300148010254,27.47300148010254,32.32871719793573,32.32871719793573,32.32871719793573,32.32871719793573
AL011895,UNNAMED,1895-08-14 06:00:00,27.2,268.7,2.8275,66.95390319824219,58.95024871826172,50.147117614746094,36.78183364868164,29.395000457763672,29.395000457763672,29.395000457763672,29.055002212524418,31.16423489137456,31.16423489137456,31.16423489137456,31.16423489137456
AL021895,UNNAMED,1895-08-22 00:00:00,13.4,301.7,20.955,46.70051193237305,49.52539825439453,45.07827377319336,36.06551361083984,27.803001403808594,27.803001403808594,27.803001403808594,27.803001403808594,40.85750000358757,40.85750000358757,40.85750000358757,40.85750000358757
AL031895,UNNAMED,1895-09-28 00:00:00,19.3,274.0,8.025,90.02105712890625,78.16297149658203,59.37034606933594,67.93838500976562,29.080001831054688,29.080001831054688,29.080001831054688,29.080001831054688,12.406606220290696,12.406606220290696,12.406606220290696,12.406606220290696
AL041895,UNNAMED,1895-10-02 00:00:00,17.4,277.1,2.205,65.07860565185547,73.6514892578125,85.84210205078125,51.46883773803711,28.798002243041992,28.775001525878903,28.775001525878903,28.775001525878903,16.80858920375657,16.80858920375657,16.80858920375657,16.80858920375657
AL051895,UNNAMED,1895-10-12 00:00:00,12.0,315.2,34.1175,80.76912689208984,71.876220703125,60.32456970214844,37.077640533447266,27.588001251220703,27.588001251220703,27.588001251220703,27.465002059936523,35.982278888961105,35.982278888961105,35.982278888961105,35.982278888961105
AL061895,UNNAMED,1895-10-13 06:00:00,19.4,266.3,1.8375,81.6218032836914,65.1420669555664,64.20706176757812,91.03802490234376,27.393001556396484,27.393001556396484,27.393001556396484,28.780000686645508,21.42672757197072,21.42672757197072,21.42672757197072,21.42672757197072
AL011896,UNNAMED,1896-07-04 12:00:00,20.9,278.9,8.44,54.36546325683594,49.814659118652344,37.765716552734375,58.858299255371094,28.740001678466797,28.740001678466797,28.465002059936523,28.465002059936523,10.55547354354685,10.55547354354685,10.55547354354685,10.55547354354685
AL021896,UNNAMED,1896-08-30 06:00:00,14.0,300.4,37.6025,69.02295684814453,59.17401123046875,53.13662338256836,58.831504821777344,28.27300071716309,28.27300071716309,28.27300071716309,28.27300071716309,38.09600886565029,38.09600886565029,38.09600886565029,38.09600886565029
AL031896,UNNAMED,1896-09-18 00:00:00,17.1,304.9,25.7025,76.29882049560547,64.91024017333984,58.723899841308594,45.18168640136719,28.433000564575195,28.433000564575195,28.433000564575195,28.433000564575195,46.67039388395277,46.67039388395277,46.67039388395277,46.67039388395277
AL041896,UNNAMED,1896-09-22 06:00:00,16.7,298.2,21.285,87.59746551513672,78.29309844970703,62.26899337768555,51.99709701538086,28.983001708984375,28.983001708984375,28.983001708984375,28.983001708984375,29.981703562519822,29.981703562519822,29.981703562519822,29.981703562519822
