,storm_id,storm_name,date,time,record_id,status,lat,lon,max_wind_kt,min_slp_mb,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13
285,AL021964,UNNAMED,1964-07-28,0600,,TS,19.1N,46.0W,40.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
456,AL031964,ABBY,1964-08-05,1800,,TD,27.3N,87.7W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
628,AL041964,BRENDA,1964-08-08,0600,,TD,33.0N,67.0W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
789,AL051964,CLEO,1964-08-20,1800,,TS,13.1N,44.3W,40.0,1003.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
938,AL061964,DORA,1964-08-28,1200,,TD,14.0N,17.0W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1070,AL071964,ETHEL,1964-09-04,0600,,TD,17.7N,35.6W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1189,AL081964,FLORENCE,1964-09-05,0600,,TD,14.5N,18.0W,30.0,1004.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1297,AL091964,GLADYS,1964-09-13,0600,,TS,14.7N,44.5W,55.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1397,AL101964,HILDA,1964-09-28,1200,,TD,21.2N,80.0W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1484,AL111964,ISBELL,1964-10-09,0600,,TD,15.5N,83.0W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1557,AL121964,UNNAMED,1964-11-05,0000,,TD,11.6N,80.1W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
114,AL011965,UNNAMED,1965-06-13,1800,,TD,23.1N,91.0W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
286,AL021965,ANNA,1965-08-21,0600,,TS,32.4N,52.3W,35.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
457,AL031965,BETSY,1965-08-27,0000,,TD,11.0N,50.5W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1071,AL071965,UNNAMED,1965-09-04,0000,,EX,36.0N,54.5W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
629,AL041965,CAROL,1965-09-16,0600,,TD,13.3N,20.1W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
790,AL051965,DEBBIE,1965-09-24,1200,,TD,17.3N,85.0W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1190,AL081965,UNNAMED,1965-09-29,0000,,EX,32.0N,75.5W,40.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
939,AL061965,ELENA,1965-10-12,1200,,TD,16.5N,47.5W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1298,AL091965,UNNAMED,1965-10-16,0600,,TD,27.5N,78.0W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1398,AL101965,UNNAMED,1965-11-26,1800,,EX,26.0N,58.0W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
115,AL011966,ALMA,1966-06-05,0000,,TD,16.0N,84.7W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1558,AL121966,UNNAMED,1966-06-28,1200,,TD,19.7N,82.5W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
287,AL021966,BECKY,1966-06-30,0000,,EX,29.0N,64.0W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
458,AL031966,CELIA,1966-07-13,0000,,TD,17.0N,57.5W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
630,AL041966,DOROTHY,1966-07-21,0600,,SD,31.5N,44.0W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
791,AL051966,ELLA,1966-07-22,1200,,TD,10.0N,35.0W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1624,AL131966,UNNAMED,1966-07-25,1200,,TD,28.0N,87.0W,20.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
940,AL061966,FAITH,1966-08-21,0000,,TD,12.9N,20.5W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1072,AL071966,GRETA,1966-09-01,1200,,TD,13.7N,48.4W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1191,AL081966,HALLIE,1966-09-20,1200,,TD,21.5N,95.4W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1299,AL091966,INEZ,1966-09-21,1200,,TD,9.9N,35.1W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1682,AL141966,UNNAMED,1966-09-27,1800,,TD,18.0N,29.0W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1399,AL101966,JUDITH,1966-09-27,0000,,TD,10.8N,43.2W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1735,AL151966,KENDRA,1966-10-03,1200,,TD,13.5N,22.0W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1485,AL111966,LOIS,1966-11-04,1200,,EX,25.5N,50.5W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1783,AL161966,UNNAMED,1966-11-13,1800,,SS,30.9N,26.7W,35.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1825,AL171966,UNNAMED,1966-11-19,1800,,EX,23.0N,52.0W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
116,AL011967,UNNAMED,1967-06-10,1200,,TD,17.0N,85.0W,25.0,1006.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
459,AL031967,UNNAMED,1967-06-15,1800,,SD,29.0N,74.0W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1975,AL271967,UNNAMED,1967-06-20,0000,,TD,30.0N,78.0W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1486,AL111967,ARLENE,1967-08-28,1800,,TD,15.8N,35.8W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1979,AL281967,UNNAMED,1967-09-01,1200,,TD,14.5N,25.0W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1683,AL141967,DORIA,1967-09-04,1800,,EX,31.0N,78.0W,35.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1559,AL121967,CHLOE,1967-09-04,1800,,TD,15.0N,19.0W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1625,AL131967,BEULAH,1967-09-05,1200,,TD,13.4N,57.0W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1736,AL151967,UNNAMED,1967-09-19,1200,,TD,13.0N,19.0W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1784,AL161967,UNNAMED,1967-09-25,0000,,TD,12.0N,27.0W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1859,AL181967,EDITH,1967-09-26,1200,,TD,12.5N,47.0W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1826,AL171967,UNNAMED,1967-09-26,1200,,TD,15.4N,21.5W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1887,AL191967,FERN,1967-10-01,1800,,TD,20.3N,93.0W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1933,AL211967,GINGER,1967-10-05,1200,,TD,16.5N,18.3W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1956,AL231967,UNNAMED,1967-10-14,0600,,SS,27.0N,71.5W,40.0,1002.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1963,AL241967,UNNAMED,1967-10-15,1200,,TD,15.5N,42.5W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1968,AL251967,HEIDI,1967-10-19,1200,,TD,20.5N,54.0W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
117,AL011968,ABBY,1968-06-01,0600,,TD,17.0N,85.5W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
288,AL021968,BRENDA,1968-06-18,0000,,TD,25.0N,81.3W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
460,AL031968,CANDY,1968-06-22,0600,,TD,20.0N,95.0W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
792,AL051968,DOLLY,1968-08-10,0600,,TD,25.9N,80.0W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
941,AL061968,UNNAMED,1968-08-26,1200,,TD,26.6N,87.0W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1785,AL161968,UNNAMED,1968-09-10,0000,,TD,32.0N,78.0W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1192,AL081968,EDNA,1968-09-13,1800,,TD,14.5N,30.0W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1300,AL091968,UNNAMED,1968-09-14,1200,,EX,31.9N,73.0W,25.0,1012.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1400,AL101968,UNNAMED,1968-09-18,1200,,TD,12.6N,27.8W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1560,AL121968,FRANCES,1968-09-23,1200,,SD,26.4N,73.5W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1626,AL131968,UNNAMED,1968-09-25,1800,,TD,20.0N,85.0W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1684,AL141968,GLADYS,1968-10-13,1200,,TD,14.0N,80.5W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1737,AL151968,UNNAMED,1968-11-24,1800,,SD,25.0N,71.8W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
461,AL031969,UNNAMED,1969-06-08,0000,,TD,19.0N,82.4W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
942,AL061969,ANNA,1969-07-25,0600,,TD,9.0N,27.0W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
793,AL051969,UNNAMED,1969-07-25,1200,,TD,11.0N,55.0W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1986,AL301969,UNNAMED,1969-08-07,1200,,TD,22.0N,95.5W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1073,AL071969,BLANCHE,1969-08-10,1800,,TD,26.3N,71.7W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1301,AL091969,CAMILLE,1969-08-14,0000,,TD,18.3N,79.7W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1193,AL081969,DEBBIE,1969-08-14,1200,,TD,13.0N,35.5W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1561,AL121969,EVE,1969-08-24,1800,,TD,29.4N,79.2W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1627,AL131969,FRANCELIA,1969-08-29,0000,,TD,12.0N,62.0W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1738,AL151969,UNNAMED,1969-09-07,1200,,TD,18.0N,27.5W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1786,AL161969,GERDA,1969-09-07,0000,,TD,26.3N,80.4W,25.0,1011.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1827,AL171969,HOLLY,1969-09-13,1800,,TD,11.2N,46.5W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1888,AL191969,UNNAMED,1969-09-19,1200,,TD,24.0N,85.4W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1914,AL201969,INGA,1969-09-20,1200,,TD,16.0N,47.0W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1934,AL211969,UNNAMED,1969-09-21,1200,,EX,34.0N,72.0W,40.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1948,AL221969,UNNAMED,1969-09-23,1200,,EX,40.5N,35.0W,35.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1957,AL231969,UNNAMED,1969-09-29,1200,,SD,23.5N,85.5W,30.0,1004.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1964,AL241969,JENNY,1969-10-01,1200,,TD,19.0N,83.7W,25.0,1005.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1969,AL251969,KARA,1969-10-07,1200,,TD,19.8N,68.2W,30.0,1005.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1972,AL261969,LAURIE,1969-10-17,0000,,TD,18.0N,85.3W,25.0,1007.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1980,AL281969,UNNAMED,1969-10-28,1200,,EX,38.0N,69.0W,20.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1976,AL271969,UNNAMED,1969-10-28,1200,,SS,30.5N,42.5W,35.0,1014.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1983,AL291969,MARTHA,1969-11-20,1200,,TD,11.2N,79.8W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
118,AL011970,ALMA,1970-05-17,1800,,TD,11.5N,79.0W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
289,AL021970,BECKY,1970-07-19,0000,,TD,18.5N,83.5W,30.0,1011.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
462,AL031970,UNNAMED,1970-07-28,1800,,TD,34.2N,74.8W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
631,AL041970,CELIA,1970-07-31,0000,,TD,18.5N,82.5W,25.0,1008.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
794,AL051970,UNNAMED,1970-08-02,1200,,TD,14.0N,18.0W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1194,AL081970,UNNAMED,1970-08-07,1200,,TD,14.0N,18.5W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1074,AL071970,UNNAMED,1970-08-11,0600,,TD,19.0N,20.0W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1302,AL091970,DOROTHY,1970-08-18,0000,,TD,11.5N,44.3W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1915,AL201970,UNNAMED,1970-09-01,1200,,TD,25.7N,96.6W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1401,AL101970,UNNAMED,1970-09-03,1200,,TD,17.4N,44.0W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1487,AL111970,UNNAMED,1970-09-05,1200,,TD,15.0N,18.0W,20.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1562,AL121970,ELLA,1970-09-08,1200,,TD,15.8N,82.8W,25.0,1009.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1628,AL131970,FELICE,1970-09-12,0000,,TD,25.4N,77.5W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1935,AL211970,UNNAMED,1970-09-19,1800,,TD,26.8N,55.3W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1685,AL141970,UNNAMED,1970-09-22,1200,,TD,15.5N,21.0W,20.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1787,AL161970,GRETA,1970-09-26,1200,,TS,22.2N,75.4W,35.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1739,AL151970,UNNAMED,1970-09-30,1200,,TS,15.0N,54.5W,40.0,1001.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1860,AL181970,UNNAMED,1970-10-12,1200,,SD,24.5N,68.5W,30.0,1003.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1889,AL191970,UNNAMED,1970-10-20,1200,,EX,34.0N,48.0W,35.0,1013.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1949,AL221970,UNNAMED,1970-11-13,0000,,TD,13.0N,82.0W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1958,AL231970,UNNAMED,1970-11-26,0000,,EX,35.0N,60.0W,60.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
119,AL011971,ARLENE,1971-07-04,1200,,TD,33.5N,75.5W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
290,AL021971,UNNAMED,1971-07-07,1200,,TD,29.0N,92.0W,20.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
463,AL031971,UNNAMED,1971-07-10,1200,,TD,27.0N,97.0W,20.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
632,AL041971,UNNAMED,1971-08-03,1200,,TD,31.0N,63.5W,15.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
795,AL051971,UNNAMED,1971-08-06,1200,,TD,25.5N,84.5W,20.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
943,AL061971,BETH,1971-08-10,1200,,TD,26.7N,79.9W,20.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1075,AL071971,UNNAMED,1971-08-12,1200,,TD,26.0N,83.5W,20.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1195,AL081971,CHLOE,1971-08-18,1200,,TD,13.0N,52.5W,30.0,1007.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1303,AL091971,DORIA,1971-08-20,1200,,TD,11.5N,47.0W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1402,AL101971,UNNAMED,1971-08-28,1200,,TD,24.0N,73.0W,20.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1488,AL111971,FERN,1971-09-03,1200,,TD,27.5N,87.5W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1563,AL121971,UNNAMED,1971-09-03,1200,,TD,13.5N,17.5W,20.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1629,AL131971,EDITH,1971-09-05,1800,,TD,11.4N,58.0W,25.0,1010.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1686,AL141971,GINGER,1971-09-06,0000,,TD,25.5N,71.5W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1740,AL151971,UNNAMED,1971-09-08,1200,,TD,28.5N,73.5W,20.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1788,AL161971,UNNAMED,1971-09-10,1200,,TD,16.0N,16.0W,20.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1828,AL171971,HEIDI,1971-09-11,0000,,TD,27.1N,72.0W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1861,AL181971,IRENE,1971-09-11,1800,,TD,11.0N,48.5W,25.0,1009.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1890,AL191971,JANICE,1971-09-21,0600,,TD,11.5N,38.8W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1916,AL201971,UNNAMED,1971-10-06,1200,,TD,17.5N,84.5W,20.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1936,AL211971,KRISTY,1971-10-18,0000,,TD,25.0N,58.5W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1950,AL221971,LAURA,1971-11-12,1200,,TD,12.0N,78.5W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
120,AL011972,ALPHA,1972-05-23,1800,,SD,31.2N,78.2W,25.0,1004.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
291,AL021972,AGNES,1972-06-14,1200,,TD,20.0N,89.0W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
464,AL031972,UNNAMED,1972-06-19,0000,,TD,27.5N,69.0W,20.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
633,AL041972,UNNAMED,1972-07-10,1200,,TD,27.0N,78.5W,20.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
796,AL051972,UNNAMED,1972-07-16,1200,,TD,37.0N,38.5W,20.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
944,AL061972,UNNAMED,1972-07-31,1200,,TD,29.0N,57.0W,20.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1076,AL071972,UNNAMED,1972-08-05,1200,,TD,15.0N,15.0W,-99.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1196,AL081972,UNNAMED,1972-08-12,1200,,TD,32.0N,77.0W,20.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1304,AL091972,UNNAMED,1972-08-16,1200,,TD,14.0N,17.0W,20.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1403,AL101972,BETTY,1972-08-22,1200,,SD,36.5N,64.0W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1489,AL111972,CARRIE,1972-08-29,1200,,TD,29.0N,78.5W,30.0,1012.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1564,AL121972,UNNAMED,1972-09-03,1200,,TD,30.5N,51.5W,20.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1630,AL131972,DAWN,1972-09-05,0000,,TD,23.8N,79.4W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1687,AL141972,CHARLIE,1972-09-19,1200,,SD,37.5N,59.5W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1741,AL151972,UNNAMED,1972-09-20,1200,,TD,13.0N,33.0W,20.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1789,AL161972,UNNAMED,1972-10-01,1200,,TD,29.5N,53.5W,20.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1829,AL171972,UNNAMED,1972-10-05,1200,,TD,11.5N,18.0W,20.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1862,AL181972,UNNAMED,1972-10-16,1200,,TD,12.0N,29.0W,20.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1891,AL191972,DELTA,1972-11-01,1800,,SD,35.0N,47.5W,25.0,1013.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
121,AL011973,UNNAMED,1973-04-18,1200,,TD,24.0N,65.0W,20.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
292,AL021973,UNNAMED,1973-05-02,1200,,TD,25.0N,62.5W,20.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
465,AL031973,UNNAMED,1973-06-24,1200,,TD,30.0N,79.5W,20.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
634,AL041973,ALICE,1973-07-01,1800,,TD,26.0N,67.8W,30.0,1006.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
797,AL051973,UNNAMED,1973-07-19,1200,,TD,10.5N,34.0W,20.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
945,AL061973,ALFA,1973-07-30,1200,,SD,32.6N,74.1W,25.0,1013.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1077,AL071973,UNNAMED,1973-08-09,1200,,TD,13.0N,20.0W,20.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1197,AL081973,BRENDA,1973-08-18,0600,,TD,20.5N,83.7W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1305,AL091973,CHRISTINE,1973-08-25,1200,,TD,11.0N,14.0W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1404,AL101973,DELIA,1973-09-01,1800,,TD,20.5N,86.5W,30.0,1008.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1490,AL111973,UNNAMED,1973-09-06,1200,,TD,18.0N,86.0W,20.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1565,AL121973,ELLEN,1973-09-14,1200,,TD,10.5N,22.4W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1631,AL131973,UNNAMED,1973-09-24,1200,,TD,28.5N,77.5W,20.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1688,AL141973,FRAN,1973-10-08,1800,,SD,30.0N,65.8W,30.0,1008.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1742,AL151973,UNNAMED,1973-10-10,1200,,TD,24.0N,70.5W,20.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
