code,formation_datetime,formation_lat,formation_lon
AL071963,1963-09-28 12:00:00,9.2,313.7
AL071964,1964-09-04 06:00:00,17.7,324.4
AL071965,1965-09-04 00:00:00,36.0,305.5
AL071966,1966-09-01 12:00:00,13.7,311.6
AL071969,1969-08-10 18:00:00,26.3,288.3
AL071970,1970-08-11 06:00:00,19.0,340.0
AL071971,1971-08-12 12:00:00,26.0,276.5
AL071972,1972-08-05 12:00:00,15.0,345.0
AL071973,1973-08-09 12:00:00,13.0,340.0
AL071974,1974-08-12 12:00:00,10.5,317.0
AL071975,1975-08-24 12:00:00,22.4,290.2
AL071976,1976-08-06 06:00:00,26.0,287.2
AL071977,1977-09-05 12:00:00,32.8,280.0
AL071978,1978-08-07 12:00:00,13.0,307.5
AL071979,1979-07-23 12:00:00,17.0,324.5
AL071980,1980-08-20 12:00:00,36.0,287.0
AL071981,1981-07-02 06:00:00,24.0,281.0
AL071982,1982-09-24 00:00:00,25.3,288.5
AL071984,1984-08-30 12:00:00,13.1,319.0
AL071985,1985-09-11 12:00:00,11.5,299.5
AL071986,1986-09-01 12:00:00,17.6,273.8
AL071987,1987-09-05 12:00:00,15.2,328.7
AL071988,1988-09-07 06:00:00,22.8,268.0
AL071989,1989-08-18 00:00:00,14.3,337.6
AL071990,1990-08-11 12:00:00,9.0,327.9
AL071991,1991-09-07 00:00:00,10.4,334.2
AL071992,1992-09-22 12:00:00,32.5,285.4
AL071993,1993-09-07 12:00:00,24.7,292.5
AL071994,1994-09-21 18:00:00,10.1,330.1
AL071995,1995-08-08 00:00:00,14.3,329.2
AL071996,1996-08-26 00:00:00,12.7,337.0
AL071997,1997-09-03 06:00:00,10.9,315.9
AL071998,1998-09-15 12:00:00,9.7,334.9
AL071999,1999-09-05 18:00:00,21.6,263.6
AL072000,2000-08-19 18:00:00,12.0,315.5
AL072001,2001-09-07 18:00:00,13.9,331.6
AL072002,2002-09-07 12:00:00,24.3,312.5
AL072003,2003-07-25 12:00:00,29.3,279.9
AL072004,2004-08-27 12:00:00,31.8,281.9
AL072005,2005-07-23 18:00:00,19.3,267.1
AL072006,2006-09-03 18:00:00,14.1,320.6
AL072007,2007-09-08 00:00:00,30.1,288.2
AL072008,2008-08-25 00:00:00,13.5,292.6
AL072009,2009-09-07 18:00:00,11.8,336.0
AL072010,2010-08-24 00:00:00,12.4,340.7
AL072011,2011-08-13 06:00:00,26.2,302.0
AL072012,2012-08-09 18:00:00,13.7,317.0
AL072013,2013-09-04 18:00:00,16.2,294.1
AL072014,2014-10-10 00:00:00,22.0,298.8
AL072015,2015-09-05 06:00:00,12.0,336.9
AL072016,2016-08-21 12:00:00,11.0,340.6
AL072017,2017-08-06 18:00:00,15.5,278.5
AL072018,2018-09-02 18:00:00,22.4,283.0
AL072019,2019-09-03 06:00:00,23.6,266.0
AL072020,2020-07-20 12:00:00,8.9,323.2
AL072021,2021-08-13 06:00:00,15.0,313.3
AL072022,2022-09-14 06:00:00,16.0,312.1
AL072023,2023-08-18 12:00:00,15.4,327.1
AL072024,2024-09-11 12:00:00,15.7,332.1
AL081853,1853-10-19 00:00:00,27.5,281.5
AL081859,1859-10-24 00:00:00,20.2,266.7
AL081861,1861-11-01 06:00:00,25.5,277.9
AL081863,1863-09-26 12:00:00,31.1,289.9
AL081867,1867-10-09 12:00:00,17.5,297.2
AL081869,1869-09-14 12:00:00,16.0,317.0
AL081870,1870-10-10 00:00:00,34.0,309.5
AL081871,1871-10-10 00:00:00,22.7,302.0
AL081877,1877-11-28 00:00:00,23.2,283.5
AL081878,1878-10-09 00:00:00,23.5,268.7
AL081879,1879-11-18 00:00:00,21.7,286.5
AL081880,1880-09-27 00:00:00,23.2,316.5
AL081885,1885-10-10 12:00:00,23.9,277.0
AL081886,1886-09-16 00:00:00,21.0,294.5
AL081887,1887-09-01 00:00:00,28.1,306.3
AL081888,1888-11-01 06:00:00,12.3,300.1
AL081889,1889-09-29 12:00:00,11.3,308.0
AL081891,1891-10-07 12:00:00,18.0,275.0
AL081892,1892-10-13 00:00:00,26.0,288.8
AL081893,1893-09-04 06:00:00,18.4,274.7
AL081898,1898-09-25 18:00:00,20.5,275.5
AL081899,1899-10-15 12:00:00,25.5,282.5
AL081901,1901-09-09 06:00:00,17.6,309.3
AL081903,1903-10-05 00:00:00,25.5,287.5
AL081906,1906-10-08 06:00:00,11.3,283.6
AL081908,1908-09-21 12:00:00,12.5,314.0
AL081909,1909-08-28 00:00:00,23.7,287.0
AL081916,1916-08-27 06:00:00,14.0,312.4
AL081923,1923-10-16 12:00:00,20.5,265.0
AL081924,1924-09-27 00:00:00,16.5,274.0
AL081926,1926-09-21 12:00:00,29.0,311.0
AL081927,1927-11-19 00:00:00,20.5,309.6
AL081931,1931-09-23 06:00:00,18.5,308.3
AL081932,1932-09-18 00:00:00,20.8,265.0
AL081933,1933-08-22 06:00:00,12.6,335.1
AL081934,1934-09-16 12:00:00,13.2,302.8
AL081935,1935-11-03 00:00:00,34.0,298.5
AL081936,1936-08-15 06:00:00,20.6,273.2
AL081937,1937-09-20 06:00:00,15.2,316.7
AL081938,1938-10-16 12:00:00,32.0,296.0
AL081940,1940-10-20 00:00:00,12.0,280.9
AL081942,1942-09-30 12:00:00,24.0,289.0
AL081943,1943-10-01 06:00:00,24.0,299.3
AL081944,1944-09-19 06:00:00,19.3,276.4
AL081945,1945-09-09 12:00:00,16.4,301.7
AL081947,1947-10-08 00:00:00,34.7,317.2
AL081948,1948-09-18 06:00:00,18.2,280.8
AL081949,1949-09-13 06:00:00,16.0,328.0
AL081950,1950-10-01 06:00:00,25.6,271.6
AL081951,1951-09-19 18:00:00,19.4,266.8
AL081952,1952-09-25 12:00:00,12.4,337.3
AL081953,1953-09-15 18:00:00,23.2,269.6
AL081954,1954-09-05 00:00:00,19.8,294.7
AL081955,1955-09-10 06:00:00,13.6,318.6
AL081956,1956-10-31 00:00:00,20.0,285.3
AL081957,1957-10-23 00:00:00,23.3,302.0
AL081958,1958-09-21 06:00:00,17.0,308.0
AL081959,1959-09-20 12:00:00,19.8,291.7
AL081960,1960-09-01 00:00:00,23.0,311.0
AL081961,1961-10-17 00:00:00,19.7,282.1
AL081963,1963-10-17 18:00:00,25.5,288.0
AL081964,1964-09-05 06:00:00,14.5,342.0
AL081965,1965-09-29 00:00:00,32.0,284.5
AL081966,1966-09-20 12:00:00,21.5,264.6
AL081968,1968-09-13 18:00:00,14.5,330.0
AL081969,1969-08-14 12:00:00,13.0,324.5
AL081970,1970-08-07 12:00:00,14.0,341.5
AL081971,1971-08-18 12:00:00,13.0,307.5
AL081972,1972-08-12 12:00:00,32.0,283.0
AL081973,1973-08-18 06:00:00,20.5,276.3
AL081974,1974-08-24 12:00:00,24.0,274.5
AL081975,1975-08-28 12:00:00,33.3,313.7
AL081976,1976-08-18 00:00:00,26.0,276.0
AL081977,1977-09-17 12:00:00,10.0,324.5
AL081978,1978-08-09 12:00:00,26.5,270.0
AL081979,1979-07-31 12:00:00,17.0,306.0
AL081980,1980-08-25 00:00:00,15.9,328.4
AL081981,1981-07-25 06:00:00,23.3,268.2
AL081982,1982-09-30 12:00:00,24.8,294.6
AL081984,1984-08-31 00:00:00,36.6,293.1
AL081985,1985-09-15 18:00:00,23.6,289.2
AL081986,1986-09-07 06:00:00,10.5,308.0
AL081987,1987-09-06 00:00:00,12.8,296.7
AL081988,1988-09-08 18:00:00,12.0,306.0
AL081989,1989-08-26 00:00:00,16.8,339.0
AL081990,1990-08-24 06:00:00,12.6,314.1
AL081991,1991-09-08 18:00:00,24.2,310.9
AL081992,1992-09-25 12:00:00,11.0,325.3
AL081993,1993-09-14 18:00:00,10.6,279.3
AL081994,1994-09-24 12:00:00,16.0,275.5
AL081995,1995-08-09 18:00:00,23.7,265.2
AL081996,1996-09-03 12:00:00,14.9,319.0
AL081997,1997-10-04 18:00:00,24.2,295.5
AL081998,1998-09-17 12:00:00,26.9,269.7
AL081999,1999-09-07 18:00:00,14.6,314.4
AL082000,2000-09-01 12:00:00,14.8,314.8
AL082001,2001-09-11 18:00:00,25.8,275.9
AL082002,2002-09-08 12:00:00,29.0,289.0
AL082003,2003-08-14 18:00:00,26.4,276.7
AL082004,2004-08-27 18:00:00,29.0,294.8
AL082005,2005-08-02 18:00:00,28.2,291.2
AL082006,2006-09-10 18:00:00,20.2,306.2
AL082007,2007-09-12 06:00:00,13.0,316.4
AL082008,2008-08-28 00:00:00,19.4,302.7
AL082009,2009-09-25 06:00:00,14.8,331.0
AL082010,2010-08-30 00:00:00,14.0,318.2
AL082011,2011-08-19 00:00:00,15.4,278.0
AL082012,2012-08-15 12:00:00,27.6,305.4
AL082013,2013-09-06 12:00:00,22.4,262.6
AL082014,2014-10-11 18:00:00,16.4,305.1
AL082015,2015-09-08 06:00:00,31.1,297.8
AL082016,2016-08-27 00:00:00,30.7,295.0
AL082017,2017-08-12 00:00:00,22.4,293.2
AL082018,2018-09-07 12:00:00,13.4,343.2
AL082019,2019-09-03 00:00:00,16.1,329.9
AL082020,2020-07-23 00:00:00,25.7,271.7
AL082021,2021-08-15 00:00:00,35.8,296.6
AL082022,2022-09-19 12:00:00,28.7,313.7
AL082023,2023-08-19 18:00:00,12.8,299.5
AL091863,1863-09-29 00:00:00,28.5,264.3
AL091867,1867-10-27 00:00:00,19.0,309.5
AL091869,1869-10-01 12:00:00,17.0,292.5
AL091870,1870-10-19 00:00:00,19.5,275.9
AL091878,1878-10-09 00:00:00,15.6,322.0
AL091880,1880-10-05 00:00:00,18.2,274.9
AL091886,1886-09-22 00:00:00,22.9,293.3
AL091887,1887-09-11 12:00:00,13.3,303.0
AL091888,1888-11-17 00:00:00,23.2,304.0
AL091889,1889-10-05 06:00:00,20.0,277.5
AL091891,1891-10-12 12:00:00,12.5,298.7
AL091892,1892-10-21 00:00:00,23.0,267.4
AL091893,1893-09-25 06:00:00,11.6,335.0
AL091898,1898-10-02 06:00:00,11.4,302.3
AL091899,1899-10-26 00:00:00,16.2,281.2
AL091901,1901-09-12 00:00:00,11.1,331.9
AL091903,1903-10-21 06:00:00,21.2,288.0
AL091906,1906-10-14 06:00:00,33.7,298.0
AL091908,1908-10-14 12:00:00,11.7,281.5
AL091909,1909-09-13 12:00:00,17.5,289.0
AL091916,1916-09-04 12:00:00,24.2,284.5
AL091923,1923-10-24 06:00:00,19.3,300.2
AL091924,1924-10-11 12:00:00,25.5,272.0
AL091926,1926-10-03 00:00:00,14.5,281.0
AL091931,1931-10-13 12:00:00,24.8,284.4
AL091932,1932-09-25 06:00:00,16.8,303.3
AL091933,1933-08-23 12:00:00,21.2,296.5
AL091934,1934-09-18 00:00:00,14.4,337.5
AL091936,1936-08-20 06:00:00,25.5,283.7
AL091937,1937-09-26 06:00:00,23.2,280.6
AL091938,1938-11-07 06:00:00,20.2,287.6
AL091940,1940-10-24 18:00:00,22.0,287.5
AL091942,1942-10-10 06:00:00,29.6,288.7
AL091943,1943-10-11 06:00:00,12.7,299.5
AL091944,1944-09-21 12:00:00,17.1,318.5
AL091945,1945-09-12 00:00:00,19.0,301.5
AL091947,1947-10-08 18:00:00,13.5,277.7
AL091948,1948-10-03 12:00:00,16.7,276.5
AL091949,1949-09-20 12:00:00,26.0,268.2
AL091950,1950-10-08 06:00:00,23.3,269.6
AL091951,1951-09-29 00:00:00,20.2,274.2
AL091952,1952-10-06 12:00:00,15.2,309.0
AL091953,1953-09-23 12:00:00,15.0,282.0
AL091954,1954-09-06 06:00:00,34.0,315.8
AL091955,1955-09-12 00:00:00,19.2,293.9
AL091956,1956-06-07 06:00:00,34.0,284.9
AL091958,1958-09-24 06:00:00,17.5,308.5
AL091959,1959-09-27 12:00:00,26.8,310.1
AL091961,1961-10-26 00:00:00,10.5,281.0
AL091963,1963-10-25 06:00:00,14.8,301.7
AL091964,1964-09-13 06:00:00,14.7,315.5
AL091965,1965-10-16 06:00:00,27.5,282.0
AL091966,1966-09-21 12:00:00,9.9,324.9
AL091968,1968-09-14 12:00:00,31.9,287.0
AL091969,1969-08-14 00:00:00,18.3,280.3
AL091970,1970-08-18 00:00:00,11.5,315.7
AL091971,1971-08-20 12:00:00,11.5,313.0
AL091972,1972-08-16 12:00:00,14.0,343.0
AL091973,1973-08-25 12:00:00,11.0,346.0
AL091974,1974-08-26 12:00:00,27.0,291.0
AL091975,1975-09-03 12:00:00,13.5,336.0
AL091976,1976-08-18 12:00:00,31.7,291.8
AL091977,1977-09-22 12:00:00,20.0,265.0
AL091978,1978-08-26 12:00:00,23.4,271.6
AL091979,1979-08-25 12:00:00,11.7,323.9
AL091980,1980-09-01 00:00:00,15.6,322.0
AL091981,1981-08-02 18:00:00,36.1,292.2
AL091984,1984-09-06 12:00:00,21.0,264.0
AL091985,1985-09-16 12:00:00,13.3,336.4
AL091986,1986-09-10 18:00:00,21.8,309.2
AL091987,1987-09-07 00:00:00,28.6,282.0
AL091988,1988-09-19 18:00:00,13.4,328.4
AL091989,1989-08-27 06:00:00,13.0,311.8
AL091990,1990-08-25 00:00:00,12.5,325.0
AL091991,1991-10-15 00:00:00,18.9,274.3
AL091992,1992-09-26 18:00:00,26.2,290.9
AL091993,1993-09-18 18:00:00,26.7,298.2
AL091994,1994-09-27 12:00:00,13.8,339.2
AL091995,1995-08-22 00:00:00,13.2,327.0
AL091996,1996-09-24 12:00:00,8.6,336.7
AL091997,1997-10-14 12:00:00,20.0,291.3
AL091998,1998-09-19 00:00:00,13.4,333.4
AL091999,1999-09-11 12:00:00,12.6,335.8
AL092000,2000-09-08 18:00:00,27.5,266.5
AL092001,2001-09-19 18:00:00,13.4,278.1
AL092002,2002-09-12 00:00:00,26.3,273.4
AL092003,2003-08-21 18:00:00,14.5,294.5
AL092004,2004-09-02 18:00:00,9.7,332.4
AL092005,2005-08-04 18:00:00,12.9,326.5
AL092006,2006-09-12 12:00:00,11.9,338.0
AL092007,2007-09-12 06:00:00,27.3,265.0
AL092008,2008-09-01 06:00:00,17.2,323.0
AL092009,2009-09-27 18:00:00,46.0,316.8
AL092010,2010-09-01 00:00:00,12.2,327.8
AL092011,2011-08-21 00:00:00,15.0,301.0
AL092012,2012-08-20 12:00:00,15.7,315.2
AL092013,2013-09-08 00:00:00,13.0,342.4
AL092014,2014-10-21 00:00:00,19.5,264.7
AL092015,2015-09-15 00:00:00,11.5,319.7
AL092016,2016-08-28 18:00:00,23.8,278.6
AL092017,2017-08-16 06:00:00,13.7,314.2
AL092018,2018-09-07 12:00:00,13.5,325.0
AL092019,2019-09-12 12:00:00,23.0,285.8
AL092020,2020-07-28 12:00:00,12.5,306.0
AL092021,2021-08-26 12:00:00,16.5,281.1
AL092022,2022-09-22 18:00:00,12.3,293.7
AL092023,2023-08-21 12:00:00,24.7,270.8
AL092024,2024-09-23 12:00:00,17.2,278.3
AL101869,1869-10-04 00:00:00,31.5,284.5
AL101870,1870-10-23 12:00:00,21.0,288.0
AL101878,1878-10-13 00:00:00,16.6,323.8
AL101880,1880-10-10 00:00:00,23.9,294.7
AL101886,1886-10-08 00:00:00,19.9,277.5
AL101887,1887-09-14 18:00:00,23.0,306.3
AL101891,1891-11-03 00:00:00,24.1,286.2
AL101893,1893-09-27 12:00:00,16.4,278.3
AL101898,1898-10-21 00:00:00,18.5,274.2
AL101899,1899-11-07 00:00:00,11.7,281.7
AL101901,1901-09-21 00:00:00,13.7,287.0
AL101903,1903-11-17 06:00:00,19.0,323.0
AL101906,1906-10-15 06:00:00,21.0,290.6
AL101908,1908-10-19 12:00:00,35.0,288.0
AL101909,1909-09-24 00:00:00,22.0,277.0
AL101916,1916-09-13 12:00:00,20.5,304.0
AL101924,1924-10-14 00:00:00,15.7,276.5
AL101926,1926-10-14 06:00:00,11.5,278.8
AL101931,1931-10-18 12:00:00,17.2,274.5
AL101932,1932-09-28 00:00:00,35.5,311.0
AL101933,1933-08-26 18:00:00,18.9,267.7
AL101934,1934-10-01 12:00:00,26.1,321.7
AL101936,1936-08-25 18:00:00,13.3,334.5
AL101937,1937-10-02 00:00:00,24.5,272.3
AL101942,1942-10-13 12:00:00,19.4,283.1
AL101943,1943-10-20 12:00:00,16.0,279.0
AL101944,1944-09-30 00:00:00,33.1,315.9
AL101945,1945-10-02 06:00:00,15.5,279.0
AL101947,1947-10-17 00:00:00,19.0,296.8
AL101948,1948-11-08 18:00:00,25.8,294.0
AL101949,1949-09-20 12:00:00,14.2,299.2
AL101950,1950-10-11 12:00:00,22.4,313.0
AL101951,1951-10-12 06:00:00,15.5,279.8
AL101952,1952-10-20 12:00:00,11.4,282.3
AL101953,1953-10-02 06:00:00,13.1,324.5
AL101954,1954-09-10 12:00:00,22.5,265.5
AL101955,1955-09-21 12:00:00,13.2,307.4
AL101956,1956-10-09 06:00:00,15.3,314.0
AL101958,1958-10-04 12:00:00,18.5,278.9
AL101959,1959-10-06 18:00:00,23.2,267.5
AL101961,1961-11-02 00:00:00,22.5,301.0
AL101963,1963-06-01 12:00:00,26.0,282.2
AL101964,1964-09-28 12:00:00,21.2,280.0
AL101965,1965-11-26 18:00:00,26.0,302.0
AL101966,1966-09-27 00:00:00,10.8,316.8
AL101968,1968-09-18 12:00:00,12.6,332.2
AL101970,1970-09-03 12:00:00,17.4,316.0
AL101971,1971-08-28 12:00:00,24.0,287.0
AL101972,1972-08-22 12:00:00,36.5,296.0
AL101973,1973-09-01 18:00:00,20.5,273.5
AL101974,1974-08-29 06:00:00,16.8,304.2
AL101975,1975-09-03 12:00:00,11.5,342.5
AL101976,1976-08-20 12:00:00,14.0,312.0
AL101977,1977-09-26 18:00:00,28.5,288.5
AL101978,1978-08-30 00:00:00,26.2,300.3
AL101979,1979-08-25 12:00:00,18.0,265.5
AL101980,1980-09-04 12:00:00,17.7,336.0
AL101981,1981-08-07 06:00:00,10.5,334.3
AL101984,1984-09-08 12:00:00,28.5,282.6
AL101985,1985-09-21 18:00:00,29.6,285.7
AL101986,1986-11-18 18:00:00,22.8,297.2
AL101987,1987-09-08 18:00:00,10.8,341.6
AL101988,1988-09-28 18:00:00,9.0,314.5
AL101989,1989-08-30 12:00:00,11.6,339.0
AL101990,1990-09-04 00:00:00,7.2,336.6
AL101991,1991-10-24 12:00:00,13.4,317.7
AL101992,1992-10-22 12:00:00,26.3,299.2
AL101993,1993-09-29 18:00:00,30.0,296.8
AL101994,1994-09-29 06:00:00,20.5,274.0
AL101995,1995-08-22 12:00:00,13.2,310.7
AL101996,1996-10-04 18:00:00,22.7,263.8
AL101998,1998-09-21 06:00:00,9.6,342.6
AL101999,1999-09-19 06:00:00,25.0,272.2
AL102000,2000-09-10 18:00:00,30.9,289.1
AL102001,2001-09-21 12:00:00,25.1,295.8
AL102002,2002-09-14 18:00:00,10.0,299.5
AL102003,2003-08-27 18:00:00,14.6,329.3
AL102004,2004-09-07 12:00:00,31.5,320.3
AL102005,2005-08-13 12:00:00,13.3,316.4
AL102006,2006-09-27 18:00:00,26.1,307.4
AL102007,2007-09-21 12:00:00,29.1,274.6
AL102008,2008-09-02 00:00:00,12.3,338.1
AL102009,2009-10-06 00:00:00,15.1,310.8
AL102010,2010-09-04 18:00:00,17.5,264.4
AL102011,2011-08-25 00:00:00,12.3,331.0
AL102012,2012-08-21 18:00:00,10.7,328.3
AL102013,2013-09-12 06:00:00,19.3,267.8
AL102015,2015-09-15 12:00:00,9.4,335.8
AL102016,2016-09-12 00:00:00,20.0,311.5
AL102018,2018-09-12 00:00:00,37.0,320.2
AL102019,2019-09-17 00:00:00,12.6,317.4
AL102020,2020-07-29 18:00:00,12.7,340.3
AL102021,2021-08-27 12:00:00,13.1,312.7
AL102022,2022-09-23 06:00:00,16.6,340.6
AL102023,2023-08-26 12:00:00,20.8,273.9
AL102024,2024-09-24 12:00:00,38.7,301.6
AL111870,1870-10-30 00:00:00,17.0,274.5
AL111878,1878-10-18 00:00:00,17.2,280.4
AL111880,1880-10-20 12:00:00,27.1,284.7
AL111886,1886-10-10 00:00:00,29.1,299.5
AL111887,1887-10-06 12:00:00,19.7,275.3
AL111893,1893-10-20 12:00:00,18.0,278.0
AL111898,1898-10-27 06:00:00,17.9,298.8
AL111901,1901-10-05 00:00:00,12.0,308.5
AL111906,1906-11-05 00:00:00,18.5,277.5
AL111909,1909-10-06 12:00:00,10.7,284.0
AL111916,1916-09-17 12:00:00,13.0,314.5
AL111924,1924-11-05 12:00:00,12.5,280.0
AL111926,1926-11-12 06:00:00,11.2,280.8
AL111931,1931-11-01 12:00:00,17.5,276.5
AL111932,1932-10-07 00:00:00,15.6,277.6
AL111933,1933-08-31 06:00:00,18.1,303.6
AL111934,1934-10-01 12:00:00,20.6,276.0
AL111936,1936-08-28 00:00:00,18.1,273.8
AL111937,1937-10-18 12:00:00,35.4,314.7
AL111942,1942-11-05 00:00:00,21.8,288.0
AL111944,1944-09-30 06:00:00,14.4,300.7
AL111945,1945-10-10 12:00:00,14.0,282.1
AL111949,1949-09-27 06:00:00,13.2,270.0
AL111950,1950-10-13 06:00:00,16.0,275.8
AL111951,1951-10-15 06:00:00,27.7,284.0
AL111952,1952-11-24 18:00:00,22.5,300.0
AL111953,1953-10-03 18:00:00,22.7,278.7
AL111954,1954-09-15 12:00:00,25.5,271.0
AL111955,1955-09-23 12:00:00,20.0,314.5
AL111956,1956-10-14 12:00:00,22.6,280.2
AL111958,1958-05-25 00:00:00,25.0,279.5
AL111959,1959-10-14 06:00:00,14.0,286.5
AL111961,1961-11-04 00:00:00,19.7,265.7
AL111964,1964-10-09 06:00:00,15.5,277.0
AL111966,1966-11-04 12:00:00,25.5,309.5
AL111967,1967-08-28 18:00:00,15.8,324.2
AL111970,1970-09-05 12:00:00,15.0,342.0
AL111971,1971-09-03 12:00:00,27.5,272.5
AL111972,1972-08-29 12:00:00,29.0,281.5
AL111973,1973-09-06 12:00:00,18.0,274.0
AL111974,1974-09-02 12:00:00,10.0,341.0
AL111975,1975-09-06 12:00:00,21.5,265.0
AL111976,1976-08-27 12:00:00,12.5,322.5
AL111977,1977-10-01 12:00:00,10.0,314.0
AL111978,1978-08-30 12:00:00,27.8,269.0
AL111979,1979-08-29 06:00:00,11.0,334.5
AL111980,1980-09-04 18:00:00,28.3,269.4
AL111981,1981-08-17 06:00:00,12.8,327.0
AL111984,1984-09-14 00:00:00,20.3,263.9
AL111985,1985-10-07 00:00:00,17.8,290.8
AL111987,1987-09-13 12:00:00,14.0,306.0
AL111988,1988-10-10 18:00:00,8.9,317.8
AL111989,1989-09-10 12:00:00,13.2,340.0
AL111990,1990-09-18 12:00:00,15.0,315.0
AL111991,1991-10-25 18:00:00,27.1,295.1
AL111994,1994-11-02 00:00:00,22.7,313.0
AL111995,1995-08-22 18:00:00,23.7,281.3
AL111996,1996-10-11 12:00:00,17.3,273.5
AL111998,1998-09-23 12:00:00,33.3,294.6
AL111999,1999-10-04 06:00:00,20.1,265.9
AL112000,2000-09-14 12:00:00,19.8,272.7
AL112001,2001-10-04 12:00:00,12.3,301.8
AL112002,2002-09-17 12:00:00,32.7,307.6
AL112003,2003-08-30 12:00:00,24.3,267.6
AL112004,2004-09-13 18:00:00,15.9,300.0
AL112005,2005-08-22 12:00:00,19.4,265.5
AL112007,2007-09-23 00:00:00,36.2,313.9
AL112008,2008-09-25 00:00:00,21.5,290.0
AL112009,2009-11-04 06:00:00,11.0,278.7
AL112010,2010-09-08 06:00:00,14.0,337.3
AL112011,2011-08-26 12:00:00,27.3,301.0
AL112012,2012-08-28 18:00:00,23.9,316.6
AL112013,2013-09-28 00:00:00,21.1,310.0
AL112015,2015-09-26 18:00:00,26.8,291.3
AL112016,2016-09-13 06:00:00,27.3,279.8
AL112017,2017-08-30 00:00:00,16.1,333.1
AL112018,2018-09-21 18:00:00,12.9,307.5
AL112019,2019-09-17 12:00:00,28.3,264.3
AL112020,2020-08-10 18:00:00,11.1,325.8
AL112021,2021-08-28 12:00:00,32.1,308.3
AL112022,2022-09-26 18:00:00,13.8,324.2
AL112023,2023-08-29 00:00:00,27.7,308.3
AL112024,2024-09-27 06:00:00,17.1,318.5
AL121878,1878-11-25 00:00:00,14.6,309.7
AL121886,1886-10-21 18:00:00,17.8,287.0
AL121887,1887-10-08 00:00:00,21.0,285.9
AL121893,1893-11-05 00:00:00,26.7,289.2
AL121901,1901-10-15 00:00:00,21.0,280.0
AL121909,1909-11-08 12:00:00,10.5,279.0
AL121916,1916-10-02 06:00:00,26.5,285.4
AL121931,1931-11-11 12:00:00,11.5,281.0
AL121932,1932-10-08 00:00:00,23.6,303.0
AL121933,1933-09-08 00:00:00,15.4,303.4
AL121934,1934-10-19 18:00:00,15.3,283.1
AL121936,1936-09-07 06:00:00,20.8,302.2
AL121944,1944-10-11 00:00:00,35.5,319.6
AL121949,1949-10-02 18:00:00,24.0,303.2
AL121950,1950-10-17 06:00:00,22.0,318.0
AL121951,1951-12-03 12:00:00,39.0,307.0
AL121953,1953-10-07 06:00:00,20.5,273.6
AL121954,1954-09-24 18:00:00,14.1,284.2
AL121955,1955-10-10 06:00:00,28.8,317.8
AL121956,1956-11-19 00:00:00,25.0,313.0
AL121958,1958-10-15 18:00:00,21.3,291.3
AL121959,1959-08-02 00:00:00,35.0,283.5
AL121961,1961-11-17 18:00:00,22.5,305.0
AL121964,1964-11-05 00:00:00,11.6,279.9
AL121966,1966-06-28 12:00:00,19.7,277.5
AL121967,1967-09-04 18:00:00,15.0,341.0
AL121968,1968-09-23 12:00:00,26.4,286.5
AL121969,1969-08-24 18:00:00,29.4,280.8
AL121970,1970-09-08 12:00:00,15.8,277.2
AL121971,1971-09-03 12:00:00,13.5,342.5
AL121972,1972-09-03 12:00:00,30.5,308.5
AL121973,1973-09-14 12:00:00,10.5,337.6
AL121974,1974-09-02 18:00:00,27.2,292.1
AL121975,1975-09-11 12:00:00,32.0,298.0
AL121976,1976-09-04 12:00:00,32.0,283.0
AL121977,1977-10-03 12:00:00,27.5,317.0
AL121978,1978-09-03 12:00:00,14.0,344.0
AL121979,1979-08-30 00:00:00,25.5,270.9
AL121980,1980-09-06 00:00:00,12.5,341.0
AL121981,1981-08-26 18:00:00,20.7,267.4
AL121984,1984-09-15 12:00:00,13.7,338.7
AL121985,1985-10-26 00:00:00,24.5,269.5
AL121987,1987-09-20 00:00:00,9.8,308.7
AL121988,1988-11-17 18:00:00,14.9,285.7
AL121989,1989-09-16 18:00:00,11.3,316.0
AL121990,1990-09-21 06:00:00,14.0,328.0
AL121991,1991-10-28 18:00:00,44.0,301.0
AL121994,1994-11-08 12:00:00,11.9,277.7
AL121995,1995-08-26 12:00:00,15.4,327.3
AL121996,1996-10-14 12:00:00,12.8,279.6
AL121998,1998-10-05 00:00:00,13.9,313.6
AL121999,1999-10-06 00:00:00,14.4,315.2
AL122000,2000-09-15 12:00:00,14.9,307.8
AL122001,2001-10-06 12:00:00,10.6,309.4
AL122002,2002-09-20 18:00:00,28.3,308.2
AL122003,2003-09-03 18:00:00,27.4,272.3
AL122004,2004-09-16 06:00:00,11.2,330.8
AL122005,2005-08-23 18:00:00,23.1,284.9
AL122007,2007-09-25 00:00:00,10.0,324.1
AL122008,2008-09-26 00:00:00,39.0,325.0
AL122010,2010-09-12 06:00:00,12.9,339.5
AL122011,2011-08-28 00:00:00,9.5,341.0
AL122012,2012-08-28 12:00:00,12.9,332.6
AL122013,2013-10-03 06:00:00,21.5,273.2
AL122015,2015-11-08 18:00:00,22.2,288.5
AL122016,2016-09-12 18:00:00,13.1,341.0
AL122017,2017-09-04 06:00:00,9.3,326.5
AL122018,2018-09-22 06:00:00,7.7,338.2
AL122019,2019-09-22 00:00:00,11.5,301.2
AL122020,2020-08-14 12:00:00,36.6,285.8
AL122021,2021-08-31 18:00:00,11.5,339.4
AL122022,2022-10-04 12:00:00,13.6,330.5
